node 0,node 1,node 2,node 3,node 4,node 5,node 6,node 7,node 8,node 9,node 10,node 11,node 12,node 13,node 14,node 15,node 16
3.94043,3.806641,3.922852,3.955078,3.8828120000000004,4.363281,4.313477,4.277344,3.5546879999999996,3.750977,3.856445,3.9101559999999997,4.329102,4.296875,4.236328,4.242188,3.9648440000000003
4.363281,4.331055,4.359375,4.34668,4.379883,3.783203,3.860352,3.973633,3.956055,4.339844,4.414062,4.382812,3.856445,3.9414059999999997,4.044922,4.082031,4.422852
3.734375,3.837891,3.7871089999999996,3.794922,3.7089839999999996,4.222656,4.353516,4.353516,4.326172,3.71582,3.5,3.6953120000000004,4.321289,4.353516,4.329102,4.231445,3.576172
4.210938,4.294922,4.283203,4.263672,4.191406,4.053711,3.767578,3.749023,3.8789059999999997,4.256836,3.823242,4.18457,3.84375,3.770508,3.8183589999999996,4.041016,3.96875
4.137695,3.988281,4.012695,4.058594,4.177734,4.329102,4.328125,4.323242,4.383789,4.026367,4.379883,4.195312,4.373047,4.339844,4.384766,4.349609,4.430664
4.195312,4.263672,4.232422,4.246094,4.086914,3.836914,3.80957,3.827148,3.6875,4.301758,3.702148,4.0625,3.6933589999999996,3.7597660000000004,3.6035160000000004,3.764648,3.4941410000000004
4.171875,4.052734,4.083984,4.076172,4.282227,4.37207,4.370117,4.375977,4.176758,3.908203,4.211914,4.368164,4.230469,4.347656,4.060547,4.338867,3.788086
4.142578,4.27832,4.257812,4.234375,3.984375,3.706055,3.731445,3.6953120000000004,4.209961,4.412109,4.12793,3.6777339999999996,4.058594,3.790039,4.351562,3.803711,4.307617
4.192383,3.983398,4.055664,4.074219,4.348633,4.257812,4.316406,4.260742,4.051758,3.6289059999999997,4.208008,4.248047,4.335938,4.360352,3.810547,4.342773,3.913086
4.115234,4.299805,4.294922,4.290039,3.861328,3.99707,3.866211,4.0,4.368164,4.108398,4.142578,3.9628910000000004,3.830078,3.767578,4.363281,3.805664,4.373047
4.250977,3.970703,3.970703,3.984375,4.304688,4.417969,4.408203,4.347656,3.735352,4.261719,4.236328,4.454102,4.349609,4.321289,3.729492,4.354492,3.7246089999999996
3.96582,4.270508,4.270508,4.264648,3.90332,3.5273440000000003,3.5527339999999996,3.7382809999999997,4.28125,4.014648,4.045898,3.405273,3.731445,3.7617190000000003,4.213867,3.698242,4.214844
4.325195,4.017578,3.9921879999999996,3.96875,4.279297,3.850586,3.922852,4.233398,3.9804690000000003,4.370117,4.327148,3.5058589999999996,4.211914,4.270508,4.130859,4.214844,4.120117
3.910156,4.325195,4.323242,4.37207,4.022461,4.357422,4.430664,4.109375,4.365234,3.7070309999999997,3.8515620000000004,3.845703,4.128906,3.984375,4.289062,4.066406,4.288086
4.3125,3.841797,3.9453120000000004,3.72168,4.334961,3.748047,3.5214839999999996,4.208008,3.720703,4.239258,4.341797,4.374023,4.225586,4.397461,3.9589839999999996,4.322266,3.970703
3.925781,4.326172,4.31543,4.237305,3.8828120000000004,4.266602,3.87793,4.121094,4.275391,4.038086,3.8339839999999996,3.723633,4.081055,3.625977,4.353516,3.838867,4.368164
4.380859,3.944336,3.921875,4.109375,4.248047,4.054688,4.401367,4.262695,3.9589839999999996,4.351562,4.371094,4.300781,4.259766,4.095703,3.758789,4.363281,3.745117
3.765625,4.28418,4.333008,4.224609,4.06543,4.300781,3.6308589999999996,4.006836,4.354492,3.717773,3.7382809999999997,3.904297,3.993164,4.291016,4.345703,3.743164,4.283203
4.25293,3.984375,3.919922,4.098633,4.257812,3.9257809999999997,4.12793,4.332031,3.7773440000000003,4.272461,4.282227,4.400391,4.366211,3.97168,3.748047,4.282227,3.966797
4.044922,4.322266,4.328125,4.274414,4.025391,4.371094,4.250977,3.862305,4.327148,3.97168,3.96582,3.6621089999999996,3.756836,4.366211,4.292969,3.942383,4.385742
4.304688,3.905273,3.868164,3.97168,4.248047,3.702148,3.999023,4.328125,3.831055,4.375,4.348633,4.136719,4.216797,3.7695309999999997,3.8496089999999996,4.359375,3.6875
3.929688,4.321289,4.375,4.342773,4.091797,4.240234,4.349609,3.875977,4.338867,3.7246089999999996,3.8378910000000004,4.241211,4.145508,4.302734,4.413086,3.754883,4.201172
4.335938,3.884766,3.7539059999999997,3.8046879999999996,4.205078,4.037109,3.7753910000000004,4.334961,3.827148,4.231445,4.334961,4.030273,4.160156,3.8828120000000004,3.5625,4.303711,4.110352
3.880859,4.348633,4.296875,4.322266,4.167969,4.354492,4.328125,3.84082,4.353516,4.051758,3.8476559999999997,4.384766,4.223633,4.378906,4.005859,3.9335940000000003,4.256836
4.316406,3.84375,3.907227,3.875977,4.111328,3.725586,3.803711,4.34082,3.795898,4.34082,4.308594,3.6640620000000004,4.053711,3.749023,4.333984,4.356445,4.049805
3.933594,4.326172,4.339844,4.375,4.266602,4.277344,4.352539,3.870117,4.308594,3.814453,3.907227,4.161133,4.387695,4.27832,3.8984379999999996,3.786133,4.306641
4.321289,3.874023,3.8222660000000004,3.760742,3.983398,3.951172,3.7285160000000004,4.331055,3.901367,4.369141,4.383789,4.175781,3.672852,3.973633,4.334961,4.314453,3.887695
3.933594,4.335938,4.359375,4.256836,4.37207,4.369141,4.298828,3.915039,4.342773,3.703125,3.705078,4.207031,4.236328,4.363281,3.897461,3.875977,4.389648
4.261719,3.827148,3.7929690000000003,3.983398,3.762695,3.7226559999999997,3.887695,4.326172,3.845703,4.230469,4.176758,4.037109,3.983398,3.705078,4.30957,4.330078,3.65625
4.098633,4.368164,4.310547,4.360352,4.307617,4.266602,4.426758,3.911133,4.360352,4.060547,4.222656,4.354492,4.415039,4.216797,3.970703,3.8339839999999996,4.12793
4.177734,3.738281,3.862305,3.7441410000000004,3.8652339999999996,3.9121089999999996,3.5058589999999996,4.322266,3.7578120000000004,4.282227,4.056641,3.7265620000000004,3.581055,4.098633,4.302734,4.313477,4.208008
4.195312,4.268555,4.337891,4.254883,4.329102,4.384766,3.8046879999999996,3.8671879999999996,4.27832,4.003906,4.373047,4.254883,3.998047,4.271484,3.9257809999999997,3.868164,4.119141
4.052734,3.953125,3.883789,3.970703,3.885742,3.639648,4.304688,4.322266,3.9902339999999996,4.351562,3.706055,3.995117,4.349609,3.9765620000000004,4.382812,4.374023,4.269531
4.338867,4.365234,4.356445,4.365234,4.361328,4.163086,3.895508,3.9140620000000004,4.370117,3.8339839999999996,4.246094,4.398438,3.7929690000000003,4.397461,3.731445,3.766602,3.935547
3.833984,3.771484,3.763672,3.770508,3.748047,4.103516,4.362305,4.294922,3.7128910000000004,4.31543,4.007812,3.56543,4.297852,3.62793,4.210938,4.244141,4.394531
4.34668,4.302734,4.25293,4.299805,4.227539,4.317383,3.7441410000000004,3.948242,4.25293,3.926758,4.375,3.975586,3.892578,4.087891,4.085938,4.019531,3.694336
3.819336,3.908203,4.06543,3.923828,4.121094,3.834961,4.269531,4.335938,4.024414,4.357422,3.674805,4.407227,4.423828,4.331055,4.322266,4.37793,4.186523
4.37207,4.382812,4.24707,4.371094,4.188477,4.370117,4.005859,3.857422,4.333008,3.782227,4.191406,3.5742190000000003,3.577148,3.7597660000000004,3.8359379999999996,3.658203,4.115234
3.753906,3.745117,4.016602,3.7304690000000003,4.092773,3.686523,4.292969,4.301758,3.7929690000000003,4.265625,4.067383,3.9882809999999997,4.018555,4.307617,4.366211,4.152344,4.245117
4.285156,4.293945,4.34082,4.254883,4.287109,4.235352,3.9433589999999996,3.890625,4.290039,4.025391,4.336914,4.412109,4.321289,3.87793,3.7617190000000003,4.212891,4.061523
3.927734,3.915039,3.826172,4.0,3.9277339999999996,3.9804690000000003,4.37793,4.362305,3.946289,4.27832,3.767578,3.59082,3.841797,4.37207,4.265625,4.080078,4.303711
4.374023,4.352539,4.34082,4.333008,4.354492,4.381836,3.7695309999999997,3.7382809999999997,4.367188,4.007812,4.334961,4.085938,4.337891,3.727539,4.00293,4.261719,3.9335940000000003
3.685547,3.750977,3.8320309999999997,3.807617,3.8203120000000004,3.6445309999999997,4.228516,4.261719,3.69043,4.263672,3.745117,4.227539,3.8203120000000004,4.260742,4.333984,4.003906,4.352539
4.232422,4.330078,4.333008,4.358398,4.335938,4.124023,4.114258,4.051758,4.210938,4.036133,4.326172,4.130859,4.367188,3.998047,3.856445,4.366211,3.817383
4.041992,3.853516,3.861328,3.796875,3.842773,4.250977,4.237305,4.336914,4.12207,4.276367,3.860352,4.197266,3.741211,4.337891,4.341797,3.7441410000000004,4.28125
4.311523,4.363281,4.375,4.326172,4.338867,4.06543,4.098633,3.8203120000000004,4.216797,4.030273,4.386719,4.181641,4.311523,3.829102,3.8066410000000004,4.263672,3.970703
3.885742,3.806641,3.760742,3.862305,3.8339839999999996,4.274414,4.251953,4.334961,4.057617,4.296875,3.682617,4.134766,3.874023,4.353516,4.336914,4.017578,4.330078
4.366211,4.333984,4.31543,4.34082,4.34082,3.995117,4.051758,3.8554690000000003,4.306641,3.989258,4.194336,4.270508,4.389648,3.782227,3.842773,4.334961,3.8652339999999996
3.775391,3.868164,3.854492,3.828125,3.803711,4.34375,4.286133,4.345703,3.8515620000000004,4.304688,4.142578,3.956055,3.645508,4.294922,4.333984,3.807617,4.316406
4.300781,4.344727,4.356445,4.306641,4.310547,3.859375,3.944336,3.80957,4.338867,3.970703,4.232422,4.368164,4.132812,3.936523,3.857422,4.365234,3.8808589999999996
3.914062,3.816406,3.77832,3.904297,3.885742,4.318359,4.348633,4.34082,3.793945,4.300781,4.05957,3.7246089999999996,4.22168,4.345703,4.355469,3.729492,4.368164
4.345703,4.359375,4.288086,4.357422,4.351562,3.9433589999999996,3.8164059999999997,3.81543,4.322266,3.946289,4.327148,4.265625,4.040039,3.8046879999999996,3.772461,4.270508,3.7734379999999996
3.80957,3.802734,3.936523,3.791992,3.7910160000000004,4.333008,4.351562,4.299805,3.8242190000000003,4.324219,3.8554690000000003,3.983398,4.339844,4.356445,4.265625,3.991211,4.273438
4.280273,4.326172,4.355469,4.298828,4.330078,3.8867190000000003,3.8085940000000003,3.916992,4.351562,3.90332,4.350586,4.373047,3.828125,3.8027339999999996,3.985352,4.380859,4.009766
3.969727,3.879883,3.8320309999999997,3.911133,3.827148,4.341797,4.344727,4.34375,3.788086,4.314453,3.77832,3.694336,4.333008,4.317383,4.379883,3.657227,4.326172
4.350586,4.334961,4.319336,4.325195,4.303711,3.844727,3.768555,3.8222660000000004,4.330078,3.9179690000000003,4.321289,4.175781,3.814453,3.850586,3.709961,4.143555,3.8554690000000003
3.800781,3.833984,3.932617,3.875977,3.959961,4.34375,4.256836,4.295898,3.8183589999999996,4.341797,3.87207,4.197266,4.380859,4.349609,4.261719,4.25293,4.380859
4.319336,4.333008,4.323242,4.358398,4.297852,3.852539,3.9960940000000003,3.9257809999999997,4.347656,3.84375,4.367188,4.088867,3.6777339999999996,3.796875,3.984375,3.981445,3.69043
3.868164,3.854492,3.887695,3.780273,3.9414059999999997,4.31543,4.34668,4.350586,3.788086,4.298828,3.69043,4.286133,4.166016,4.361328,4.333984,4.37793,4.172852
4.323242,4.344727,4.293945,4.285156,4.339844,3.920898,3.8027339999999996,3.817383,4.304688,3.9375,4.222656,3.913086,4.15332,3.7460940000000003,3.836914,3.673828,4.18457
3.899414,3.835938,3.950195,3.9335940000000003,3.8671879999999996,4.371094,4.34082,4.359375,3.87793,4.34375,4.077148,4.381836,4.195312,4.298828,4.30957,4.188477,4.171875
4.333984,4.333984,4.328125,4.339844,4.328125,3.739258,3.797852,3.774414,4.402344,3.875,4.300781,3.696289,4.106445,3.8652339999999996,3.915039,4.114258,4.200195
3.837891,3.807617,3.876953,3.830078,3.895508,4.231445,4.324219,4.273438,3.649414,4.328125,3.8632809999999997,4.209961,4.275391,4.395508,4.373047,4.248047,4.120117
4.357422,4.322266,4.336914,4.356445,4.319336,4.133789,3.8847660000000004,3.982422,4.151367,3.845703,4.412109,4.101562,3.9746089999999996,3.670898,3.7226559999999997,4.023438,4.263672
3.827148,3.883789,3.8515620000000004,3.805664,3.890625,4.203125,4.394531,4.354492,4.182617,4.318359,3.5546879999999996,4.292969,4.361328,4.203125,4.239258,4.342773,3.9882809999999997
4.333984,4.336914,4.333008,4.300781,4.339844,4.126953,3.663086,3.807617,4.181641,3.873047,3.959961,3.90918,3.776367,4.083008,4.075195,3.8085940000000003,4.336914
3.878906,3.873047,3.888672,3.9648440000000003,3.8535160000000004,4.243164,4.161133,4.34668,4.182617,4.396484,4.359375,4.405273,4.293945,4.308594,4.295898,4.321289,3.850586
4.342773,4.353516,4.330078,4.333008,4.339844,4.073242,4.181641,3.84082,4.181641,3.661133,3.807617,3.645508,3.9277339999999996,3.848633,3.953125,3.821289,4.365234
3.817383,3.804688,3.857422,3.8671879999999996,3.814453,4.270508,4.123047,4.3125,4.144531,4.114258,4.321289,4.160156,4.364258,4.392578,4.361328,4.292969,3.767578
4.326172,4.332031,4.321289,4.369141,4.287109,4.009766,4.239258,3.875977,4.249023,4.270508,3.90332,4.145508,3.763672,3.611328,3.736328,3.935547,4.317383
3.907227,3.867188,3.876953,3.7734379999999996,3.904297,4.341797,4.026367,4.334961,3.981445,3.954102,4.356445,4.208008,4.277344,4.0625,4.230469,4.365234,3.8789059999999997
4.366211,4.381836,4.381836,4.316406,4.366211,3.825195,4.364258,3.9101559999999997,4.400391,4.376953,3.811523,4.070312,4.022461,4.308594,4.125,3.78418,4.375
3.71875,3.664062,3.708008,3.813477,3.731445,4.304688,3.751953,4.270508,3.598633,3.6601559999999997,4.265625,4.286133,4.290039,3.9003910000000004,4.142578,4.237305,3.705078
4.230469,4.151367,4.262695,4.314453,4.273438,3.9375,4.27832,4.001953,4.038086,4.186523,4.022461,3.958008,3.998047,4.360352,4.214844,4.075195,4.211914
4.140625,4.240234,4.029297,3.9414059999999997,4.008789,4.391602,4.016602,4.339844,4.363281,4.164062,4.389648,4.404297,4.376953,3.7460940000000003,4.09375,4.277344,4.084961
4.19043,4.022461,4.324219,4.316406,4.305664,3.625977,4.334961,3.844727,3.760742,4.146484,3.686523,3.6171879999999996,3.725586,4.286133,4.28418,3.99707,4.31543
4.15918,4.30957,3.8847660000000004,3.9003910000000004,3.9257809999999997,4.024414,3.8515620000000004,4.394531,4.308594,4.273438,4.177734,4.037109,4.192383,3.9472660000000004,3.939453,4.354492,3.875977
4.163086,3.914062,4.380859,4.374023,4.352539,4.37793,4.37793,3.680664,3.881836,3.90918,4.203125,4.364258,4.205078,4.416016,4.419922,3.810547,4.402344
4.147461,4.3125,3.685547,3.6757809999999997,3.75,3.645508,3.651367,4.131836,4.34668,4.419922,4.082031,3.655273,3.9921879999999996,3.5253910000000004,3.4941410000000004,4.232422,3.583008
4.160156,3.893555,4.161133,4.182617,4.232422,4.130859,4.143555,4.18457,3.7558589999999996,3.5820309999999997,4.276367,4.158203,4.359375,3.87793,3.75,4.03418,4.036133
4.198242,4.347656,4.208008,4.167969,4.128906,4.259766,4.204102,4.186523,4.287109,4.041016,3.9648440000000003,4.193359,3.77832,4.391602,4.302734,4.362305,4.330078
4.091797,3.838867,4.030273,4.186523,4.142578,3.9882809999999997,4.106445,4.097656,3.939453,4.289062,4.366211,4.12793,4.295898,3.635742,3.875977,3.7304690000000003,3.841797
4.311523,4.363281,4.356445,4.179688,4.244141,4.366211,4.304688,4.323242,4.40625,3.93457,3.7910160000000004,4.260742,4.005859,4.166016,4.422852,4.268555,4.369141
3.826172,3.75,3.7265620000000004,4.09082,3.981445,3.68457,3.826172,3.8066410000000004,3.595703,4.349609,4.28125,3.9921879999999996,4.283203,4.110352,3.548828,3.9648440000000003,3.696289
4.350586,4.259766,4.294922,4.306641,4.37793,4.240234,4.399414,4.359375,4.019531,3.803711,3.977539,4.397461,4.00293,4.301758,3.9316410000000004,4.417969,4.212891
3.801758,3.986328,3.879883,3.891602,3.737305,3.99707,3.625,3.686523,4.363281,4.323242,4.385742,3.598633,4.28125,3.830078,4.393555,3.576172,4.107422
4.336914,4.326172,4.362305,4.347656,4.291016,4.395508,4.149414,4.256836,3.7773440000000003,3.859375,3.729492,4.048828,3.9628910000000004,4.355469,3.686523,4.019531,4.230469
3.823242,3.875,3.78125,3.817383,3.954102,3.6191410000000004,4.137695,3.981445,4.288086,4.394531,4.202148,4.302734,4.382812,3.751953,4.169922,4.34375,4.030273
4.336914,4.350586,4.296875,4.335938,4.347656,4.091797,4.271484,4.425781,3.961914,3.639648,4.120117,3.862305,3.7246089999999996,4.291016,4.192383,3.813477,4.31543
3.823242,3.74707,3.9277339999999996,3.8164059999999997,3.8027339999999996,4.245117,3.911133,3.500977,4.286133,4.106445,4.231445,4.360352,4.241211,3.9335940000000003,4.104492,4.341797,3.876953
4.342773,4.302734,4.389648,4.355469,4.318359,4.071289,4.397461,3.84082,3.983398,4.291992,4.111328,3.762695,4.082031,4.381836,4.302734,3.831055,4.400391
3.838867,3.887695,3.6640620000000004,3.77832,3.8066410000000004,4.272461,3.6328120000000004,4.28125,4.311523,3.899414,4.173828,4.241211,4.231445,3.702148,3.8691410000000004,4.27832,3.6347660000000004
4.355469,4.37207,4.216797,4.311523,4.344727,4.010742,4.116211,3.970703,3.939453,4.40625,4.224609,4.047852,4.09668,4.230469,4.413086,3.982422,4.125
3.80957,3.779297,4.050781,3.923828,3.8085940000000003,4.330078,4.236328,4.37793,4.320312,3.5976559999999997,4.020508,4.364258,4.248047,4.085938,3.6308589999999996,4.362305,4.232422
4.321289,4.248047,4.294922,4.362305,4.311523,3.870117,4.080078,3.731445,3.891602,4.054688,4.392578,3.727539,4.055664,4.269531,4.09375,3.776367,4.068359
3.930664,4.017578,3.948242,3.783203,3.9101559999999997,4.339844,4.313477,4.269531,4.373047,4.297852,3.65918,4.266602,4.333984,3.983398,4.291016,4.319336,4.324219
4.337891,4.299805,4.351562,4.270508,4.31543,3.803711,3.864258,4.005859,3.743164,3.899414,4.117188,3.985352,3.786133,4.348633,3.8945309999999997,3.874023,3.84668
3.890625,3.942383,3.84082,4.042969,3.922852,4.321289,4.401367,4.333984,4.276367,4.382812,4.268555,4.337891,4.334961,3.8046879999999996,4.369141,4.345703,4.367188
4.302734,4.272461,4.291992,4.251953,4.3125,3.90625,3.633789,3.858398,3.928711,3.671875,3.939453,3.8046879999999996,3.7714839999999996,4.305664,3.729492,3.7558589999999996,3.702148
3.975586,4.016602,3.956055,4.049805,3.9277339999999996,4.405273,4.101562,4.353516,4.375,4.193359,4.387695,4.342773,4.331055,3.948242,4.263672,4.271484,4.243164
4.305664,4.294922,4.313477,4.259766,4.348633,3.6464839999999996,4.262695,3.8535160000000004,3.7109379999999996,4.129883,3.706055,3.782227,3.8398440000000003,4.341797,4.019531,3.97168,4.009766
3.916016,3.921875,3.922852,4.007812,3.864258,4.089844,3.9960940000000003,4.321289,4.248047,4.256836,4.233398,4.288086,4.381836,3.8085940000000003,4.37207,4.369141,4.375977
4.368164,4.378906,4.299805,4.382812,4.323242,4.336914,4.360352,3.9179690000000003,4.048828,4.038086,4.107422,3.955078,3.666992,4.321289,3.688477,3.764648,3.702148
3.763672,3.749023,3.899414,3.7246089999999996,3.864258,3.767578,3.670898,4.313477,4.297852,4.316406,4.206055,4.34375,4.162109,3.8652339999999996,4.200195,4.323242,4.214844
4.287109,4.279297,4.34375,4.230469,4.375,4.34082,4.224609,3.916992,3.8964839999999996,3.866211,4.15332,3.873047,4.208984,4.381836,4.150391,3.924805,4.167969
3.922852,3.982422,3.841797,4.050781,3.760742,3.7871089999999996,4.041016,4.363281,4.416992,4.405273,4.197266,4.335938,4.124023,3.6835940000000003,4.166016,4.381836,4.193359
4.357422,4.352539,4.373047,4.327148,4.298828,4.397461,4.392578,3.798828,3.5878910000000004,3.6015620000000004,4.172852,3.84668,4.260742,4.166016,4.205078,3.702148,4.151367
3.729492,3.735352,3.7753910000000004,3.7695309999999997,3.911133,3.610352,3.5878910000000004,4.258789,3.9570309999999997,3.9746089999999996,4.095703,4.283203,3.9414059999999997,4.186523,4.067383,4.224609,4.181641
4.28125,4.302734,4.338867,4.34668,4.367188,4.068359,4.046875,4.03418,4.431641,4.427734,4.317383,3.970703,4.383789,4.177734,4.400391,4.084961,4.228516
3.878906,3.862305,3.793945,3.772461,3.737305,4.274414,4.302734,4.30957,3.4960940000000003,3.4902339999999996,3.80957,4.353516,3.65625,4.140625,3.533203,4.268555,3.983398
4.34375,4.314453,4.333008,4.282227,4.282227,3.9941410000000004,3.924805,3.9160160000000004,3.766602,3.783203,4.349609,3.7714839999999996,4.133789,4.212891,3.90918,4.004883,4.394531
3.859375,3.914062,3.831055,3.951172,3.9609379999999996,4.347656,4.378906,4.382812,4.302734,4.27832,3.7714839999999996,4.319336,4.199219,4.139648,4.355469,4.337891,3.651367
4.318359,4.3125,4.330078,4.324219,4.347656,3.78418,3.7265620000000004,3.703125,3.904297,3.9746089999999996,4.323242,3.905273,4.125,4.196289,3.8027339999999996,3.813477,4.170898
3.905273,3.919922,3.859375,3.883789,3.859375,4.313477,4.241211,4.227539,4.400391,4.374023,3.8339839999999996,4.384766,4.279297,4.134766,4.34082,4.345703,4.150391
4.335938,4.327148,4.329102,4.345703,4.336914,3.893555,4.05957,4.103516,3.670898,3.725586,4.383789,3.6933589999999996,3.932617,4.223633,3.838867,3.8125,4.21875
3.860352,3.885742,3.8789059999999997,3.801758,3.848633,4.352539,4.316406,4.235352,4.172852,4.223633,3.670898,4.227539,4.394531,4.097656,4.358398,4.337891,4.061523
4.334961,4.373047,4.364258,4.28418,4.341797,3.779297,3.866211,4.108398,4.199219,4.094727,4.198242,4.073242,3.676758,4.285156,3.8242190000000003,3.842773,4.333984
